"band","trigram"
"Metallica","compromise agitation violation"
"Metallica","agitation violation masturbation"
"Metallica","darkest color blistered"
"Metallica","color blistered earth"
"Metallica","blistered earth true"
"Metallica","earth true death"
"Metallica","justice painted green"
"Metallica","painted green money"
"Metallica","green money talking"
"Metallica","money talking power"
"Metallica","talking power wolves"
"Metallica","power wolves beset"
"Metallica","unfeeling hidden deep"
"Metallica","hidden deep animosity"
"Metallica","light burns hoping"
"Metallica","begin whipping dance"
"Metallica","begin whipping dance"
"Metallica","world blackened fire"
"Metallica","hypocrisy darkest potency"
"Metallica","world blackened blackened"
"Metallica","blackened blackened kill"
"Metallica","blackened kill ride"
"Metallica","kill ride medley"
"Metallica","ride medley ride"
"Metallica","life till leather"
"Metallica","fans start screaming"
"Metallica","phantom lord sound"
"Metallica","land crushing metal"
"Metallica","crushing metal strikes"
"Metallica","frightening night fall"
"Metallica","phantom lord victims"
"Metallica","lord victims falling"
"Metallica","crying death pains"
"Metallica","land crushing metal"
"Metallica","crushing metal strikes"
"Metallica","frightening night fall"
"Metallica","phantom lord fight"
"Metallica","lord fight fire"
"Metallica","breath fight fire"
"Metallica","fear fight fire"
"Metallica","fire repeat ride"
"Metallica","life till leather"
"Metallica","original sweet savage"
"Metallica","sweet savage sound"
"Metallica","terrible sight reports"
"Metallica","heavy attack message"
"Metallica","eternal hell destination"
"Metallica","line killing time"
"Metallica","kill killing time"
"Metallica","killing time aaha"
"Metallica","time aaha killing"
"Metallica","aaha killing time"
"Metallica","switchblade knife nasty"
"Metallica","knife nasty word"
"Metallica","heavy attack message"
"Metallica","line killing time"
"Metallica","kill killing time"
"Metallica","killing time aaha"
"Metallica","time aaha killing"
"Metallica","aaha killing time"
"Metallica","killing time sound"
"Metallica","terrible sight reports"
"Metallica","heavy attack message"
"Metallica","switchblade knife nasty"
"Metallica","knife nasty word"
"Metallica","life killing time"
"Metallica","line killing time"
"Metallica","kill killing time"
"Metallica","killing time aaha"
"Metallica","time aaha killing"
"Metallica","aaha killing time"
"Metallica","repeat repeat original"
"Metallica","repeat original misfits"
"Metallica","spread ooh lovely"
"Metallica","ooh lovely dead"
"Metallica","breath cold sweet"
"Metallica","cold sweet death"
"Metallica","caress ooh lovely"
"Metallica","ooh lovely dead"
"Metallica","breath cold sweet"
"Metallica","cold sweet death"
"Metallica","dead ooh lovely"
"Metallica","ooh lovely dead"
"Metallica","breath cold sweet"
"Metallica","cold sweet death"
"Metallica","hell green hell"
"Metallica","green green hell"
"Metallica","green hell green"
"Metallica","hell green hell"
"Metallica","green hell green"
"Metallica","hell green hell"
"Metallica","green hell feel"
"Metallica","cereal green hell"
"Metallica","green hell greem"
"Metallica","hell greem hell"
"Metallica","greem hell throw"
"Metallica","fuckin friends inside"
"Metallica","friends inside green"
"Metallica","inside green hell"
"Metallica","green hell green"
"Metallica","hell green hell"
"Metallica","green hell gotta"
"Metallica","hell gotta fuckin"
"Metallica","gotta fuckin pay"
"Metallica","stay green hell"
"Metallica","death green hell"
"Metallica","green hell green"
"Metallica","hell green hell"
"Metallica","green hell hell"
"Metallica","blood green hell"
"Metallica","green hell green"
"Metallica","hell green hell"
"Metallica","green hell gotta"
"Metallica","hell gotta burn"
"Metallica","gonna bring green"
"Metallica","bring green hell"
"Metallica","green hell green"
"Metallica","hell green hell"
"Metallica","green hell spineless"
"Metallica","story knees knees"
"Metallica","knees knees falling"
"Metallica","life goodbye send"
"Metallica","leper messiah marvel"
"Metallica","sunday fix blind"
"Metallica","fix blind devotion"
"Metallica","brain chain chain"
"Metallica","chain chain join"
"Metallica","glamour fame fame"
"Metallica","fame fame infection"
"Metallica","game stinking drunk"
"Metallica","life goodbye send"
"Metallica","leper messiah bow"
"Metallica","leper messiah witchery"
"Metallica","messiah witchery weakening"
"Metallica","life goodbye send"
"Metallica","leper messiah lie"
"Metallica","messiah lie originally"
"Metallica","lie originally recorded"
"Metallica","forever amen till"
"Metallica","stand forever amen"
"Metallica","eyes seek reality"
"Metallica","eyes seek reality"
"Metallica","eyes seek reality"
"Metallica","faith touch clean"
"Metallica","lie lie straight"
"Metallica","eyes seek reality"
"Metallica","brightest flame burns"
"Metallica","flame burns quickest"
"Metallica","son's heart's owned"
"Metallica","son grow mama"
"Metallica","veins apron strings"
"Metallica","remains left home"
"Metallica","hear people scream"
"Metallica","people scream master"
"Metallica","hear people scream"
"Metallica","people scream master"
"Metallica","era lose monopoly"
"Metallica","lose monopoly leads"
"Metallica","misery intoxication makes"
"Metallica","hear people scream"
"Metallica","people scream master"
"Metallica","hear people scream"
"Metallica","people scream master"
"Metallica","disaster fire fills"
"Metallica","skies laughter laughter"
"Metallica","start laughter laughter"
"Metallica","laughter laughter laughter"
"Metallica","pain disguise nothing's"
"Metallica","disguise nothing's worth"
"Metallica","destroying habitat wrecking"
"Metallica","reason annihilating gaze"
"Metallica","annihilating gaze numbering"
"Metallica","hear people scream"
"Metallica","people scream master"
"Metallica","hear people scream"
"Metallica","people scream master"
"Metallica","disaster ha ha"
"Metallica","ha ha ha"
"Metallica","ha ha ha"
"Metallica","ha ha ha"
"Metallica","ha ha aargh"
"Metallica","passion play crumbling"
"Metallica","fear sucking darkest"
"Metallica","deaths construction taste"
"Metallica","crawling faster obey"
"Metallica","life burns faster"
"Metallica","burns faster obey"
"Metallica","master master master"
"Metallica","scream master master"
"Metallica","scream master master"
"Metallica","master master needlework"
"Metallica","clearer pain monopoly"
"Metallica","pain monopoly ritual"
"Metallica","monopoly ritual misery"
"Metallica","ritual misery chop"
"Metallica","crawling faster obey"
"Metallica","life burns faster"
"Metallica","burns faster obey"
"Metallica","master master master"
"Metallica","scream master master"
"Metallica","scream master master"
"Metallica","master master master"
"Metallica","master master master"
"Metallica","lies laughter laughter"
"Metallica","laughter laughter laughter"
"Metallica","laughter laughter laughing"
"Metallica","reason neverending maze"
"Metallica","neverending maze drift"
"Metallica","crawling faster obey"
"Metallica","life burns faster"
"Metallica","burns faster obey"
"Metallica","master master master"
"Metallica","scream master master"
"Metallica","scream master master"
"Metallica","master master merciful"
"Metallica","master merciful fate"
"Metallica","songs originally recorded"
"Metallica","mercyful fate satan's"
"Metallica","fate satan's fall"
"Metallica","satanic hell preachers"
"Metallica","hell preachers heading"
"Metallica","satan's fall curse"
"Metallica","mummified pharaohs pretend"
"Metallica","pharaohs pretend dead"
"Metallica","lucifer's child undress"
"Metallica","lucifer's child evil"
"Metallica","satanic hell preachers"
"Metallica","hell preachers heading"
"Metallica","newborn child yeah"
"Metallica","mummified pharaohs pretend"
"Metallica","pharaohs pretend dead"
"Metallica","soul satan yeah"
"Metallica","spell tonight yeah"
"Metallica","priestess yeah yeah"
"Metallica","coven yeah yeah"
"Metallica","lucifer's child undress"
"Metallica","ring yeah yeah"
"Metallica","coven yeah yeah"
"Metallica","revenge senseless destruction"
"Metallica","senseless destruction victims"
"Metallica","virgin suicide running"
"Metallica","metal militia metal"
"Metallica","militia metal militia"
"Metallica","metal militia metal"
"Metallica","militia metal militia"
"Metallica","metal militia chained"
"Metallica","thousand metal militia"
"Metallica","sacrifice iron clad"
"Metallica","iron clad soldiers"
"Metallica","clad soldiers join"
"Metallica","metal militia metal"
"Metallica","militia metal militia"
"Metallica","metal militia metal"
"Metallica","militia metal militia"
"Metallica","heavy metal spreading"
"Metallica","metal militia metal"
"Metallica","militia metal militia"
"Metallica","metal militia metal"
"Metallica","militia metal militia"
"Metallica","metal militia hey"
"Metallica","militia hey hey"
"Metallica","hey hey hey"
"Metallica","days hey hey"
"Metallica","hey hey hey"
"Metallica","suffer yeah hey"
"Metallica","yeah hey hey"
"Metallica","hey hey hey"
"Metallica","hey hey yeah"
"Metallica","hey yeah yeah"
"Metallica","days hey hey"
"Metallica","hey hey hey"
"Metallica","hey hey hey"
"Metallica","suffer yeah yeah"
"Metallica","yeah yeah hey"
"Metallica","yeah hey hey"
"Metallica","disappear ha hey"
"Metallica","ha hey hey"
"Metallica","hey hey hey"
"Metallica","road hey hey"
"Metallica","hey hey hey"
"Metallica","suffer hey hey"
"Metallica","hey hey hey"
"Metallica","hey hey yeah"
"Metallica","ppear huh solo"
"Metallica","huh solo screaming"
"Metallica","disappear eewwwaaa disappear"
"Metallica","senses barely breathing"
"Metallica","barely breathing minus"
"Metallica","breathing minus human"
"Metallica","remember misery loves"
"Metallica","misery loves company"
"Metallica","loves company misery"
"Metallica","lost inside gonna"
"Metallica","inside gonna sit"
"Metallica","distant thunder beauty"
"Metallica","thunder beauty fills"
"Metallica","freight train coming"
"Metallica","freight train coming"
"Metallica","quick reward boy"
"Metallica","reward boy suck"
"Metallica","freight train coming"
"Metallica","freight train coming"
"Metallica","freight train coming"
"Metallica","breath blood feeds"
"Metallica","breath attack bullets"
"Metallica","hell's breaking loose"
"Metallica","breaking loose soldiers"
"Metallica","furious fighting swords"
"Metallica","heart forever trusting"
"Metallica","heart forever trusting"
"Metallica","heart forever trusting"
"Metallica","kids wanna sniff"
"Metallica","kids wanna sniff"
"Metallica","1 2 3"
"Metallica","2 3 4"
"Metallica","3 4 1"
"Metallica","4 1 2"
"Metallica","1 2 3"
"Metallica","2 3 riff"
"Metallica","3 riff yeah"
"Metallica","kids wanna sniff"
"Metallica","kids wanna sniff"
"Metallica","sleep shape shift"
"Metallica","shape shift nose"
"Metallica","wind shape shift"
"Metallica","shape shift feeling"
"Metallica","senses clean earth's"
"Metallica","clean earth's gift"
"Metallica","realized shape shift"
"Metallica","shape shift nose"
"Metallica","wind shape shift"
"Metallica","shape shift feeling"
"Metallica","senses clean earth's"
"Metallica","clean earth's gift"
"Metallica","day hair stands"
"Metallica","thyself shape shift"
"Metallica","shape shift nose"
"Metallica","wind shape shift"
"Metallica","shape shift feeling"
"Metallica","senses clean earth's"
"Metallica","clean earth's gift"
"Metallica","deceit deceive decide"
"Metallica","healing hand held"
"Metallica","deepened nail follow"
"Metallica","deceit deceive decide"
"Metallica","healing hand held"
"Metallica","deepened nail follow"
"Metallica","healing hand held"
"Metallica","deepened nail follow"
"Metallica","healing hand held"
"Metallica","deepened nail follow"
"Metallica","terrible silence stops"
"Metallica","wartime novelty tied"
"Metallica","holding cell landmine"
"Metallica","experience pain pleasure"
"Metallica","pain pleasure memory"
"Metallica","pleasure memory dreams"
"Metallica","terrible silence stops"
"Metallica","wartime novelty tied"
"Metallica","ya mommy mother"
"Metallica","twentieth century death"
"Metallica","morse code darkness"
"Metallica","code darkness imprisoning"
"Metallica","bye father inside"
"Metallica","home fires burning"
"Metallica","yearning kilmister clarke"
"Metallica","kilmister clarke taylor"
"Metallica","clarke taylor originally"
"Metallica","taylor originally recorded"
"Metallica","overkill overkill overkill"
"Metallica","overkill overkill shut"
"Metallica","overkill overkill overkill"
"Metallica","overkill overkill overkill"
"Metallica","land crushing metal"
"Metallica","crushing metal strikes"
"Metallica","frightening night fall"
"Metallica","phantom lord victims"
"Metallica","lord victims falling"
"Metallica","crying death pains"
"Metallica","land crushing metal"
"Metallica","crushing metal strikes"
"Metallica","frightening night fall"
"Metallica","rising volume metal"
"Metallica","volume metal sound"
"Metallica","metal sound hear"
"Metallica","land crushing metal"
"Metallica","crushing metal strikes"
"Metallica","frightening night fall"
"Metallica","phantom lord fall"
"Metallica","sea lung fills"
"Metallica","sorrow lungs fill"
"Metallica","deep dark blue"
"Metallica","poison ivy chokes"
"Metallica","child ha ha"
"Metallica","ha ha stick"
"Metallica","dirty dirty whore"
"Metallica","dirty whore yeah"
"Metallica","hey ma hey"
"Metallica","ma hey ma"
"Metallica","children play yeah"
"Metallica","hey ma hey"
"Metallica","ma hey ma"
"Metallica","poison ivy chokes"
"Metallica","pushes pushes makes"
"Metallica","hey ma hey"
"Metallica","ma hey ma"
"Metallica","hey ma hey"
"Metallica","ma hey ma"
"Metallica","solo 2 tear"
"Metallica","past white heat"
"Metallica","white heat white"
"Metallica","heat white light"
"Metallica","white light super"
"Metallica","light super white"
"Metallica","super white bones"
"Metallica","white bones bones"
"Metallica","skin acid wash"
"Metallica","acid wash ghost"
"Metallica","wash ghost white"
"Metallica","ghost white ultra"
"Metallica","white ultra clean"
"Metallica","ultra clean wanna"
"Metallica","eyes diamond eyes"
"Metallica","diamond eyes strip"
"Metallica","sweat chilling cold"
"Metallica","watch death unfold"
"Metallica","death unfold consciousness"
"Metallica","die time moving"
"Metallica","time moving slowly"
"Metallica","final curtain call"
"Metallica","horrid scream freed"
"Metallica","story starts quiet"
"Metallica","starts quiet town"
"Metallica","pray blood stains"
"Metallica","blood stains wash"
"Metallica","bloody day lost"
"Metallica","bloody day lost"
"Metallica","miles gallow calls"
"Metallica","gallow calls son"
"Metallica","pray blood stains"
"Metallica","blood stains wash"
"Metallica","bloody day lost"
"Metallica","bloody day lost"
"Metallica","bloody day lost"
"Metallica","bloody day lost"
"Metallica","black sabbath featuring"
"Metallica","mine gonna love"
"Metallica","secret obtains destruction"
"Metallica","ha ha feel"
"Metallica","mine gonna love"
"Metallica","mine yeah hey"
"Metallica","dream mind astray"
"Metallica","dream mind astray"
"Metallica","love pay pay"
"Metallica","nothing's fair hey"
"Metallica","truth telling lies"
"Metallica","labeled mentally deranged"
"Metallica","mentally deranged dream"
"Metallica","rage sanitarium leave"
"Metallica","brings violent plans"
"Metallica","hell sanitarium leave"
"Metallica","thousand deaths running"
"Metallica","thousand deaths searching"
"Metallica","deaths searching seek"
"Metallica","destroy searching seek"
"Metallica","destroy searching seek"
"Metallica","destroy searching seek"
"Metallica","thousand deaths running"
"Metallica","thousand deaths searching"
"Metallica","deaths searching seek"
"Metallica","destroy searching seek"
"Metallica","destroy searching seek"
"Metallica","destroy searching seek"
"Metallica","thousand deaths running"
"Metallica","thousand deaths searching"
"Metallica","deaths searching seek"
"Metallica","destroy searching seek"
"Metallica","destroy searching seek"
"Metallica","destroy searching seek"
"Metallica","stay stand silent"
"Metallica","flames stand tall"
"Metallica","stand tall till"
"Metallica","sleeping giant wake"
"Metallica","puppets dancin yeah"
"Metallica","tap shoes tightly"
"Metallica","shoes tightly yeah"
"Metallica","hey hey hey"
"Metallica","hey hey oooh"
"Metallica","hey oooh play"
"Metallica","heroes disappeared solo"
"Metallica","school girl's twat"
"Metallica","la la la"
"Metallica","la la la"
"Metallica","la la la"
"Metallica","la la guesse"
"Metallica","everyday waiting searching"
"Metallica","news stands evryday"
"Metallica","stands evryday spash"
"Metallica","water ohh dap"
"Metallica","news stands evryday"
"Metallica","stands evryday spash"
"Metallica","water ohh dap"
"Metallica","news stands evryday"
"Metallica","stands evryday spash"
"Metallica","water ohh dap"
"Metallica","news stands evryday"
"Metallica","stands evryday spash"
"Metallica","water ohh dap"
"Metallica","news stands evryday"
"Metallica","stands evryday spash"
"Metallica","water ohh dap"
"Metallica","news stands evryday"
"Metallica","stands evryday spash"
"Metallica","water ohh dap"
"Metallica","news stands evryday"
"Metallica","stands evryday spash"
"Metallica","water ohh dap"
"Metallica","you'r head st"
"Metallica","head st anger"
"Metallica","st anger round"
"Metallica","neck st anger"
"Metallica","st anger round"
"Metallica","respect st anger"
"Metallica","st anger round"
"Metallica","st anger round"
"Metallica","st anger round"
"Metallica","st anger round"
"Metallica","2x st anger"
"Metallica","st anger round"
"Metallica","neck st anger"
"Metallica","st anger round"
"Metallica","respect st anger"
"Metallica","st anger round"
"Metallica","st anger round"
"Metallica","st anger round"
"Metallica","anger free set"
"Metallica","4x original queen"
"Metallica","original queen sleeping"
"Metallica","al capone rumours"
"Metallica","law gonna break"
"Metallica","stone cold floor"
"Metallica","cold floor crazy"
"Metallica","floor crazy stone"
"Metallica","crazy stone cold"
"Metallica","stone cold crazy"
"Metallica","slide trombone anymore"
"Metallica","trombone anymore anymore"
"Metallica","stone cold floor"
"Metallica","cold floor crazy"
"Metallica","floor crazy stone"
"Metallica","crazy stone cold"
"Metallica","stone cold crazy"
"Metallica","street shooting people"
"Metallica","loaded tommy gun"
"Metallica","hell crazy stone"
"Metallica","crazy stone cold"
"Metallica","stone cold crazy"
"Metallica","yeah originally recorded"
"Metallica","life stone dead"
"Metallica","stone dead forever"
"Metallica","financial wizard yeah"
"Metallica","life stone dead"
"Metallica","stone dead forever"
"Metallica","top tycoon sweet"
"Metallica","tycoon sweet lounge"
"Metallica","sweet lounge lizard"
"Metallica","life stone dead"
"Metallica","stone dead forever"
"Metallica","life stone dead"
"Metallica","stone dead forever"
"Metallica","yo ah wash"
"Metallica","ooh sweet amber"
"Metallica","lamb crops sing"
"Metallica","free glistening wet"
"Metallica","malicious wrath david"
"Metallica","wrath david hasselhoff"
"Metallica","david hasselhoff dressed"
"Metallica","david hasselhoff tuck"
"Metallica","bed tonight appease"
"Metallica","fort dik showering"
"Metallica","frock telling captain"
"Metallica","telling captain hook"
"Metallica","stupid talking car"
"Metallica","athens style sodomy"
"Metallica","played grecko marines"
"Metallica","sted fast dicks"
"Metallica","gay unlike prison"
"Metallica","play david hasselhoff"
"Metallica","hey davey boy"
"Metallica","fourth winds blow"
"Metallica","steeds killing scores"
"Metallica","safely inside armor"
"Metallica","inside armor blood"
"Metallica","armor blood guts"
"Metallica","failure struggle withing"
"Metallica","struggle withing triggered"
"Metallica","schizophrenia fallin deep"
"Metallica","habits reappear fighting"
"Metallica","fear growing conspiracy"
"Metallica","growing conspiracy everyone's"
"Metallica","habits reappear fighting"
"Metallica","fear growing conspiracy"
"Metallica","growing conspiracy everyone's"
"Metallica","nameless feeling hell"
"Metallica","set free flooded"
"Metallica","height hell time"
"Metallica","hell time haste"
"Metallica","time haste terror"
"Metallica","haste terror tension"
"Metallica","terror tension life"
"Metallica","tension life death"
"Metallica","waste mass depression"
"Metallica","habits reappear fighting"
"Metallica","fear growing conspiracy"
"Metallica","deceit deceive decide"
"Metallica","healing hand held"
"Metallica","deepened nail follow"
"Metallica","deceit deceive decide"
"Metallica","healing hand held"
"Metallica","deepened nail follow"
"Metallica","healing hand held"
"Metallica","deepened nail follow"
"Metallica","healing hand held"
"Metallica","deepened nail follow"
"Metallica","walk inside close"
"Metallica","jack built repeat"
"Metallica","walk inside swallow"
"Metallica","real motor car"
"Metallica","drive shaft crank"
"Metallica","ball bearings melt"
"Metallica","love fortune fame"
"Metallica","fortune fame mirror"
"Metallica","fame mirror vain"
"Metallica","memory remains heavy"
"Metallica","remains heavy rings"
"Metallica","faded prima donna"
"Metallica","prima donna fortune"
"Metallica","donna fortune fame"
"Metallica","fortune fame mirror"
"Metallica","fame mirror vain"
"Metallica","insane fortune fame"
"Metallica","fortune fame mirror"
"Metallica","fame mirror vain"
"Metallica","memory remains heavy"
"Metallica","remains heavy rings"
"Metallica","heavy rings hold"
"Metallica","rings hold cigarettes"
"Metallica","hollywood sun sets"
"Metallica","black fortune fame"
"Metallica","fortune fame mirror"
"Metallica","fame mirror vain"
"Metallica","insane fortune fame"
"Metallica","fortune fame mirror"
"Metallica","fame mirror vain"
"Metallica","tin goddess na"
"Metallica","goddess na na"
"Metallica","na na na"
"Metallica","na na drift"
"Metallica","tin goddess ash"
"Metallica","black fortune fame"
"Metallica","fortune fame mirror"
"Metallica","fame mirror vain"
"Metallica","insane fortune fame"
"Metallica","fortune fame mirror"
"Metallica","fame mirror vain"
"Metallica","memory remains ash"
"Metallica","memory remains yeah"
"Metallica","remains yeah faded"
"Metallica","yeah faded prima"
"Metallica","faded prima donna"
"Metallica","prima donna yeah"
"Metallica","donna yeah yeah"
"Metallica","yeah yeah solo"
"Metallica","yeah solo dance"
"Metallica","tin goddess dance"
"Metallica","goddess dance originally"
"Metallica","dance originally recorded"
"Metallica","smash teh clock"
"Metallica","sincere beware hold"
"Metallica","outlaw torn original"
"Metallica","torn original diamond"
"Metallica","original diamond head"
"Metallica","golden mile eyes"
"Metallica","shortest straw suspicion"
"Metallica","shame dishonor witchhunt"
"Metallica","dishonor witchhunt modern"
"Metallica","witchhunt modern day"
"Metallica","modern day determining"
"Metallica","day determining decay"
"Metallica","blattand disarray disfigure"
"Metallica","public eyes disgrace"
"Metallica","eyes disgrace defying"
"Metallica","disgrace defying common"
"Metallica","unending paper chase"
"Metallica","paper chase unending"
"Metallica","chase unending deafening"
"Metallica","unending deafening painstaking"
"Metallica","deafening painstaking reckoning"
"Metallica","doth bring shortest"
"Metallica","bring shortest straw"
"Metallica","shortest straw challenge"
"Metallica","straw challenge liberty"
"Metallica","raw witchhunt riding"
"Metallica","shortest straw pulled"
"Metallica","shortest straw original"
"Metallica","straw original holocaust"
"Metallica","day dark rivers"
"Metallica","demon's lair time"
"Metallica","dead horse pleases"
"Metallica","hypocrite boredom sets"
"Metallica","boring mind struggle"
"Metallica","prison cell advantages"
"Metallica","hypocrite boredom sets"
"Metallica","boring mind struggle"
"Metallica","sight dark deception"
"Metallica","dark deception kills"
"Metallica","light hybrid children"
"Metallica","hybrid children watch"
"Metallica","father roaming free"
"Metallica","roaming free fearless"
"Metallica","free fearless wretch"
"Metallica","fearless wretch insanity"
"Metallica","watches lurking beneath"
"Metallica","dwell crawling chaos"
"Metallica","crawling chaos underground"
"Metallica","chaos underground cult"
"Metallica","summoned twisted sound"
"Metallica","possessed fallen city"
"Metallica","fallen city living"
"Metallica","city living death"
"Metallica","living death fearless"
"Metallica","death fearless wretch"
"Metallica","fearless wretch insanity"
"Metallica","watches lurking beneath"
"Metallica","eternal lie stranger"
"Metallica","lie stranger eons"
"Metallica","stranger eons death"
"Metallica","fearless wretch insanity"
"Metallica","watches lurking beneath"
"Metallica","hetfield ulrich hammett"
"Metallica","ulrich hammett forgive"
"Metallica","constant pained disgrace"
"Metallica","dub thee unforgiven"
"Metallica","unnamed feeling takes"
"Metallica","die swallow evil"
"Metallica","swallow evil ride"
"Metallica","unnamed feeling treats"
"Metallica","unnamed feeling takes"
"Metallica","original killing joke"
"Metallica","killing joke motives"
"Metallica","joke motives changing"
"Metallica","motives changing day"
"Metallica","fire increases masks"
"Metallica","increases masks decay"
"Metallica","river white foam"
"Metallica","white foam floats"
"Metallica","body's poisoned gotta"
"Metallica","poisoned gotta sit"
"Metallica","gotta sit tight"
"Metallica","wakening silence grows"
"Metallica","screams subside distortion"
"Metallica","bad mouthed news"
"Metallica","questions pending limitations"
"Metallica","quest meaning reason"
"Metallica","sun curiosity teasing"
"Metallica","closed guitars start"
"Metallica","nazi schatze y'know"
"Metallica","nazi schatze y'know"
"Metallica","nazi schatze y'know"
"Metallica","nazi schatze y'know"
"Metallica","world originally recorded"
"Metallica","nothin's changed insist"
"Metallica","shell frozen soul"
"Metallica","frozen soul frozen"
"Metallica","glass stare directly"
"Metallica","soul fate mystified"
"Metallica","fate mystified hell"
"Metallica","mystified hell forever"
"Metallica","break free hand"
"Metallica","ice originally recorded"
"Metallica","lynyrd skynyrd train"
"Metallica","skynyrd train roll"
"Metallica","wind train roll"
"Metallica","wind train roll"
"Metallica","wind repeat train"
"Metallica","repeat train roll"
"Metallica","lonesome highway east"
"Metallica","riding sixteen hours"
"Metallica","hear em talk"
"Metallica","time ya pleased"
"Metallica","gonna waste mt"
"Metallica","waste mt hate"
"Metallica","repeat hate owwww"
"Metallica","hate owwww yeah"
"Metallica","owwww yeah yeah"
"Metallica","uh uh ye"
"Metallica","ja rule swiss"
"Metallica","fast cars fast"
"Metallica","cars fast brauds"
"Metallica","rollstar baby born"
"Metallica","whipping boy yeah"
"Metallica","bit hip hop"
"Metallica","hip hop soul"
"Metallica","whipping boy yeah"
"Metallica","whipping boy yeah"
"Metallica","fast cars fast"
"Metallica","cars fast brauds"
"Metallica","rollstar baby born"
"Metallica","usa highway harley"
"Metallica","highway harley kirk"
"Metallica","harley kirk kill"
"Metallica","kirk kill em"
"Metallica","bit hip hop"
"Metallica","hip hop soul"
"Metallica","whipping boy yeah"
"Metallica","whipping boy yeah"
"Metallica","baby metallica swiss"
"Metallica","baby metallica swiss"
"Metallica","metallica swiss beats"
"Metallica","swiss beats rip"
"Metallica","queens eating refried"
"Metallica","eating refried beans"
"Metallica","send daddy likes"
"Metallica","daddy's telling lies"
"Metallica","telling lies baby's"
"Metallica","lies baby's eating"
"Metallica","baby's eating flies"
"Metallica","eating flies mommy's"
"Metallica","fortune selling daddy's"
"Metallica","selling daddy's dope"
"Metallica","daddy's dope sitting"
"Metallica","queens eating refried"
"Metallica","eating refried beans"
"Metallica","send daddy likes"
"Metallica","happy family ha"
"Metallica","family ha ha"
"Metallica","happy fami family"
"Metallica","labeled mentally deranged"
"Metallica","mentally deranged dream"
"Metallica","rage sanitarium leave"
"Metallica","brings violent plans"
"Metallica","hell sanitarium leave"
"Metallica","world steal dreams"
"Metallica","sun burn fingers"
"Metallica","yeah toy soldiers"
"Metallica","yeah toy soldiers"
"Metallica","trumpets sound toy"
"Metallica","sound toy horses"
"Metallica","toy horses start"
"Metallica","charge robots chessmen"
"Metallica","robots chessmen standing"
"Metallica","chessmen standing guard"
"Metallica","surrender hand puppets"
"Metallica","hand puppets storm"
"Metallica","cannons rage hand"
"Metallica","rage hand puppets"
"Metallica","hand puppets storm"
"Metallica","rear slingshots fire"
"Metallica","rear slingshots fire"
"Metallica","yeah toy soldiers"
"Metallica","slave rover wanderer"
"Metallica","rover wanderer nomad"
"Metallica","wanderer nomad vagabond"
"Metallica","nomad vagabond call"
"Metallica","reign rover wanderer"
"Metallica","rover wanderer nomad"
"Metallica","wanderer nomad vagabond"
"Metallica","nomad vagabond call"
"Metallica","feeling deep inside"
"Metallica","bad adrenaline starts"
"Metallica","maniac whiplash bang"
"Metallica","hell tonight adrenaline"
"Metallica","tonight adrenaline starts"
"Metallica","exploding feeling nears"
"Metallica","choose adrenaline starts"
"Metallica","metallica adrenaline starts"
"Metallica","maniac whiplash originally"
"Metallica","whiplash originally recorded"
"Metallica","easy musha ring"
"Metallica","musha ring dum"
"Metallica","molly's chamber takin"
"Metallica","walked captain farrell"
"Metallica","barrels musha ring"
"Metallica","musha ring dum"
"Metallica","ta hear ta"
"Metallica","hear ta hear"
"Metallica","ta hear cannon"
"Metallica","hear cannon ball"
"Metallica","chain yeah musha"
"Metallica","yeah musha ring"
"Metallica","musha ring dum"
"Metallica","musha ring dum"
"Pink Floyd","finally ran aground"
"Pink Floyd","ran aground promises"
"Pink Floyd","aground promises lit"
"Pink Floyd","life devalues day"
"Pink Floyd","morning sun streamed"
"Pink Floyd","bitter residues slipped"
"Pink Floyd","david gilmour polly"
"Pink Floyd","gilmour polly samson"
"Pink Floyd","finally run aground"
"Pink Floyd","run aground promises"
"Pink Floyd","aground promises lit"
"Pink Floyd","life devolves day"
"Pink Floyd","morning sun streamed"
"Pink Floyd","bitter residue slipped"
"Pink Floyd","sound sleepy time"
"Pink Floyd","night winds die"
"Pink Floyd","winds die bath"
"Pink Floyd","tequila manuel leaf"
"Pink Floyd","fire lovely seniorita"
"Pink Floyd","ruby lips seniorita"
"Pink Floyd","lips seniorita daddys"
"Pink Floyd","seniorita daddys flown"
"Pink Floyd","family album daddy"
"Pink Floyd","wall hey children"
"Pink Floyd","hey children speaking"
"Pink Floyd","children speaking helicopters"
"Pink Floyd","classroom teachers leave"
"Pink Floyd","hey teacher leave"
"Pink Floyd","classroom teachers leave"
"Pink Floyd","hey teacher leave"
"Pink Floyd","wall spoken wrong"
"Pink Floyd","eat yer meat"
"Pink Floyd","eat yer meat"
"Pink Floyd","roman meal bakery"
"Pink Floyd","flip top pack"
"Pink Floyd","sharp shoes walking"
"Pink Floyd","sunshine town feeling"
"Pink Floyd","supermarket stores apples"
"Pink Floyd","oranges cornering neatly"
"Pink Floyd","afternoon tide quack"
"Pink Floyd","tide quack quack"
"Pink Floyd","quack quack apples"
"Pink Floyd","sharp shoes walking"
"Pink Floyd","sunshine town feeling"
"Pink Floyd","supermarket stores apples"
"Pink Floyd","oranges cornering neatly"
"Pink Floyd","afternoon tide quack"
"Pink Floyd","tide quack quack"
